Prolific ID,condition,round,X Task,Y Task,X Revenue,Y Revenue,ratio,Corner,task_share1,task_share2,task_share3,ccei1,ccei2,ccei3,IOS_GPT,IOS_DS,IOS_Human,Improvement_scores1,Improvement_scores2,use AI at work,use AI out of work,AI_days1,AI_days2,AI_hours1,AI_hours2
5588cf75fdf99b304dd47cbd,2,18,5.0,95.0,0.67,0.99,0.050000000000000266,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,2,19,85.0,15.0,0.8,0.2,0.15,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,2,20,45.0,55.0,0.59,0.62,0.45000000000000046,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,2,21,55.0,45.0,0.82,0.78,0.45000000000000284,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,2,22,40.0,60.0,0.28,0.8,0.39999999999999997,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,1,100.0,0.0,1.0,0.35,0.0,1.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,2,5.0,95.0,0.2,0.8,0.05,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,3,49.0,51.0,0.62,0.59,0.5100000000000003,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,4,89.0,11.0,0.99,0.67,0.10999999999999988,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,5,99.0,1.0,0.8,0.8,,,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,6,100.0,0.0,1.0,0.25,0.0,1.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,7,50.0,50.0,0.6,0.6,,,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,8,14.0,86.0,0.39,0.8,0.14000000000000024,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,9,85.0,15.0,0.8,0.39,0.15000000000000013,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,10,0.0,100.0,0.35,1.0,0.0,1.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,11,85.0,15.0,0.74,0.5,0.14999999999999977,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,12,0.0,100.0,0.25,1.0,0.0,1.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,13,47.0,53.0,0.78,0.82,0.46999999999999886,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,14,33.0,67.0,0.5,0.74,0.33000000000000007,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,15,100.0,0.0,1.0,0.49,0.0,1.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,16,5.0,95.0,0.49,1.0,0.04999999999999995,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,17,94.0,6.0,0.8,0.28,0.05999999999999982,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,18,19.0,81.0,0.67,0.99,0.18999999999999995,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,19,94.0,6.0,0.8,0.2,0.05999999999999991,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,20,43.0,57.0,0.59,0.62,0.4300000000000021,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,21,97.0,3.0,0.82,0.78,0.030000000000001137,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
5588cf75fdf99b304dd47cbd,3,22,14.0,86.0,0.28,0.8,0.14,0.0,49.18181818181818,51.27272727272727,44.45454545454545,0.99,0.9983333333333333,1.0,1,1,1,18,15,1,1,2.0,5.0,2,2
55b645bbfdf99b1c02906873,1,1,100.0,0.0,1.0,0.35,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,2,0.0,100.0,0.2,0.8,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,3,72.0,28.0,0.62,0.59,0.28000000000000114,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,4,100.0,0.0,0.99,0.67,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,5,50.0,50.0,0.8,0.8,,,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,6,100.0,0.0,1.0,0.25,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,7,50.0,50.0,0.6,0.6,,,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,8,5.0,95.0,0.39,0.8,0.04999999999999993,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,9,100.0,0.0,0.8,0.39,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,10,0.0,100.0,0.35,1.0,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,11,91.0,9.0,0.74,0.5,0.08999999999999986,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,12,0.0,100.0,0.25,1.0,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,13,29.0,71.0,0.78,0.82,0.28999999999999915,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,14,0.0,100.0,0.5,0.74,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,15,100.0,0.0,1.0,0.49,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,16,0.0,100.0,0.49,1.0,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,17,50.0,50.0,0.8,0.28,0.5,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,18,0.0,100.0,0.67,0.99,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,19,100.0,0.0,0.8,0.2,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,20,34.0,66.0,0.59,0.62,0.3399999999999987,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,21,100.0,0.0,0.82,0.78,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,1,22,84.0,16.0,0.28,0.8,0.8399999999999999,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,1,100.0,0.0,1.0,0.35,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,2,0.0,100.0,0.2,0.8,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,3,71.0,29.0,0.62,0.59,0.28999999999999915,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,4,100.0,0.0,0.99,0.67,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,5,50.0,50.0,0.8,0.8,,,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,6,100.0,0.0,1.0,0.25,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,7,50.0,50.0,0.6,0.6,,,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,8,0.0,100.0,0.39,0.8,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,9,100.0,0.0,0.8,0.39,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,10,0.0,100.0,0.35,1.0,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,11,84.0,16.0,0.74,0.5,0.16000000000000014,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,12,0.0,100.0,0.25,1.0,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,13,12.0,88.0,0.78,0.82,0.120000000000001,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,14,0.0,100.0,0.5,0.74,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,15,100.0,0.0,1.0,0.49,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,16,0.0,100.0,0.49,1.0,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,17,100.0,0.0,0.8,0.28,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,18,0.0,100.0,0.67,0.99,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,19,100.0,0.0,0.8,0.2,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,20,38.0,62.0,0.59,0.62,0.38000000000000017,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,21,81.0,19.0,0.82,0.78,0.18999999999999773,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,2,22,0.0,100.0,0.28,0.8,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,1,100.0,0.0,1.0,0.35,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,2,0.0,100.0,0.2,0.8,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,3,77.0,23.0,0.62,0.59,0.22999999999999923,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,4,100.0,0.0,0.99,0.67,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,5,50.0,50.0,0.8,0.8,,,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,6,100.0,0.0,1.0,0.25,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,7,50.0,50.0,0.6,0.6,,,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,8,0.0,100.0,0.39,0.8,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,9,100.0,0.0,0.8,0.39,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,10,0.0,100.0,0.35,1.0,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,11,100.0,0.0,0.74,0.5,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,12,0.0,100.0,0.25,1.0,0.0,1.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
55b645bbfdf99b1c02906873,3,13,18.0,82.0,0.78,0.82,0.17999999999999972,0.0,47.04545454545455,50.63636363636363,48.59090909090909,0.925,1.0,1.0,1,1,2,6,15,0,1,0.0,7.0,0,1
