Prolific ID,condition,round,X Task,Y Task,X Revenue,Y Revenue,ratio,Corner,task_share1,task_share2,task_share3,task_share4,IOS_Human_same,IOS_Human_different,IOS_AI_same,IOS_AI_different,Hs_like,Hd_like,AIs_like,AId_like,Hs_care,Hd_care,AIs_care,AId_care,Improvement_scores1,Improvement_scores2,Writing,Practical Guidance,Technical Help,Seeking Information,Multimedia,Expression and Interaction,Other_Use,Functional_Tool,Smart_Assistant,Collaborative_Partner,Knowledge_Consultant,Social_Companion,Big_Tech,Potential_Risk_Threat,Not_Use_GenAI,Other_Relations,use AI at work,use AI out of work,AI_days1,AI_days2,AI_hours1,AI_hours2
558b20eefdf99b7dfdbac3c9,1,15,99.0,1.0,1.0,0.49,0.0100000000000001,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,1,16,1.0,99.0,0.49,1.0,0.0100000000000001,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,1,17,82.0,18.0,0.8,0.28,0.17999999999999972,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,1,18,2.0,98.0,0.67,0.99,0.020000000000000018,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,1,19,76.0,24.0,0.8,0.2,0.23999999999999985,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,1,20,50.0,50.0,0.59,0.62,0.5,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,1,21,57.0,43.0,0.82,0.78,0.4299999999999997,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,1,22,25.0,75.0,0.28,0.8,0.25,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,1,99.0,1.0,1.0,0.35,0.010000000000000087,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,2,12.0,88.0,0.2,0.8,0.11999999999999982,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,3,52.0,48.0,0.62,0.59,0.47999999999999926,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,4,68.0,32.0,0.99,0.67,0.3200000000000003,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,5,50.0,50.0,0.8,0.8,,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,6,100.0,0.0,1.0,0.25,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,7,50.0,50.0,0.6,0.6,,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,8,19.0,81.0,0.39,0.8,0.19000000000000014,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,9,84.0,16.0,0.8,0.39,0.16000000000000006,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,10,0.0,100.0,0.35,1.0,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,11,68.0,32.0,0.74,0.5,0.3200000000000003,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,12,1.0,99.0,0.25,1.0,0.01,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,13,47.0,53.0,0.78,0.82,0.46999999999999886,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,14,30.0,70.0,0.5,0.74,0.3000000000000001,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,15,99.0,1.0,1.0,0.49,0.0100000000000001,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,16,0.0,100.0,0.49,1.0,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,17,74.0,26.0,0.8,0.28,0.2599999999999999,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,18,0.0,100.0,0.67,0.99,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,19,81.0,19.0,0.8,0.2,0.19000000000000009,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,20,41.0,59.0,0.59,0.62,0.4100000000000013,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,21,54.0,46.0,0.82,0.78,0.46000000000000085,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,2,22,18.0,82.0,0.28,0.8,0.17999999999999972,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,1,100.0,0.0,1.0,0.35,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,2,8.0,92.0,0.2,0.8,0.07999999999999995,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,3,60.0,40.0,0.62,0.59,0.40000000000000097,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,4,79.0,21.0,0.99,0.67,0.20999999999999996,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,5,50.0,50.0,0.8,0.8,,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,6,100.0,0.0,1.0,0.25,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,7,50.0,50.0,0.6,0.6,,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,8,18.0,82.0,0.39,0.8,0.17999999999999988,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,9,81.0,19.0,0.8,0.39,0.19000000000000014,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,10,0.0,100.0,0.35,1.0,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,11,59.0,41.0,0.74,0.5,0.41000000000000014,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,12,0.0,100.0,0.25,1.0,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,13,46.0,54.0,0.78,0.82,0.46000000000000085,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,14,34.0,66.0,0.5,0.74,0.33999999999999986,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,15,63.0,37.0,1.0,0.49,0.3700000000000001,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,16,0.0,100.0,0.49,1.0,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,17,81.0,19.0,0.8,0.28,0.18999999999999992,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,18,0.0,100.0,0.67,0.99,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,19,75.0,25.0,0.8,0.2,0.25,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,20,33.0,67.0,0.59,0.62,0.3300000000000007,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,21,56.0,44.0,0.82,0.78,0.4400000000000013,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,3,22,19.0,81.0,0.28,0.8,0.18999999999999992,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,1,100.0,0.0,1.0,0.35,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,2,17.0,83.0,0.2,0.8,0.16999999999999982,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,3,50.0,50.0,0.62,0.59,0.5,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,4,100.0,0.0,0.99,0.67,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,5,50.0,50.0,0.8,0.8,,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,6,100.0,0.0,1.0,0.25,0.0,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,7,50.0,50.0,0.6,0.6,,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,8,1.0,99.0,0.39,0.8,0.009999999999999917,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,9,81.0,19.0,0.8,0.39,0.19000000000000014,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,10,2.0,98.0,0.35,1.0,0.019999999999999955,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,11,69.0,31.0,0.74,0.5,0.3099999999999999,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,12,2.0,98.0,0.25,1.0,0.02,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,13,45.0,55.0,0.78,0.82,0.45000000000000284,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,14,25.0,75.0,0.5,0.74,0.25,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,15,98.0,2.0,1.0,0.49,0.01999999999999992,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,16,2.0,98.0,0.49,1.0,0.01999999999999992,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,17,83.0,17.0,0.8,0.28,0.1699999999999998,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,18,2.0,98.0,0.67,0.99,0.020000000000000018,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,19,86.0,14.0,0.8,0.2,0.1400000000000001,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,20,39.0,61.0,0.59,0.62,0.39000000000000057,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,21,61.0,39.0,0.82,0.78,0.39000000000000057,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
558b20eefdf99b7dfdbac3c9,4,22,3.0,97.0,0.28,0.8,0.02999999999999977,,50.68181818181818,52.40909090909091,54.0,51.54545454545455,4,3,1,1,4,4,4,4,4,4,4,4,16,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0,1
